code_commune,nom_commune,code_departement,prix_moyen,nb_ventes
07309,Satillieu,07,1951.6761429975038,29
07310,Savas,07,2682.0260901295383,8
07312,Sécheras,07,2656.808940674539,8
07313,Serrières,07,2082.3129301653535,15
07314,Silhac,07,2564.648489988288,12
07315,La Souche,07,1676.8165818064015,7
07316,Soyons,07,2684.1850660406462,22
07317,Talencieux,07,2179.0110837438424,8
07318,Tauriers,07,2707.393790849673,6
07319,Le Teil,07,2246.819836436515,215
07322,Thueyts,07,1875.2551455310816,21
07323,Toulaud,07,3098.169366219586,29
07324,Tournon-sur-Rhône,07,3758.8592927381187,236
07325,Ucel,07,2021.9521643454548,30
07327,Uzer,07,2400.045572455853,13
07328,Vagnas,07,2845.7810010051,7
07329,Valgorge,07,2891.1253473418938,13
07330,Vallon-Pont-d'Arc,07,3797.870698527645,63
07331,Vals-les-Bains,07,2615.7728870747833,86
07332,Valvignères,07,2831.969743584644,7
07333,Vanosc,07,1783.2962141313837,9
07334,Les Vans,07,3022.996752729872,52
07337,Vernosc-lès-Annonay,07,2833.865537947234,40
07338,Vernoux-en-Vivarais,07,2614.2648572605667,24
07339,Vesseaux,07,3203.537583041725,35
07340,Veyras,07,2298.3940604838963,20
07341,Villeneuve-de-Berg,07,2074.682707090149,37
07342,Villevocance,07,2070.9002685848786,14
07343,Vinezac,07,4238.16735314192,15
07344,Vinzieux,07,1660.8655427398714,7
07345,Vion,07,4129.097337853956,9
07346,Viviers,07,2539.1536642258047,39
07347,Vocance,07,2179.817411781322,14
07348,Vogüé,07,4817.592799338079,13
07349,La Voulte-sur-Rhône,07,2080.581146722646,79
08003,Aiglemont,08,1614.5975331388775,31
08008,Amagne,08,1182.288973678305,8
08024,Asfeld,08,1982.6283146382755,22
08025,Attigny,08,1170.711777332522,23
08028,Aubrives,08,1519.894447017257,19
08034,Autrecourt-et-Pourron,08,1466.4766782620072,6
08037,Auvillers-les-Forges,08,1809.9882449527095,17
08040,Les Ayvelles,08,5327.774482532705,27
08043,Balan,08,2935.859593585195,32
08053,Bazeilles,08,2270.7533444243845,30
08055,Beaumont-en-Argonne,08,1283.5014283982734,8
08067,Blagny,08,1125.1543115724223,17
08070,Blanzy-la-Salonnaise,08,1900.5045010706694,7
08076,Boulzicourt,08,1306.091348752002,17
08078,Bourg-Fidèle,08,1355.5307467358891,20
08081,Bogny-sur-Meuse,08,1402.2203666768821,61
08083,Brévilly,08,1436.0058121908153,6
08090,Carignan,08,1564.6245059499176,42
08096,Chalandry-Elaire,08,1690.9204385745302,9
08099,Champigneul-sur-Vence,08,1512.6130645249148,6
08105,Charleville-Mézières,08,2625.264187848282,758
08107,Château-Porcien,08,2156.262366446063,7
08110,Le Châtelet-sur-Sormonne,08,1269.1969124661434,6
08111,Le Châtelet-sur-Retourne,08,2363.234701266467,9
08113,Chaumont-Porcien,08,1403.6894586894587,9
08116,Bairon et ses environs,08,1212.7122581409217,18
08122,Chooz,08,1581.4595616399026,19
08133,Coucy,08,1154.4311745653279,7
08136,Daigny,08,1404.5516410608645,8
08139,Deville,08,1067.294268540904,15
08140,Dom-le-Mesnil,08,1445.0517744123495,16
08142,Donchery,08,2193.1024269500226,19
08145,Douzy,08,1306.1626531485892,15
08150,Écly,08,2496.3327209819367,6
08153,Escombres-et-le-Chesnois,08,965.7062201978264,6
08173,Flize,08,3685.8108046443317,29
08174,Floing,08,1715.7738168388862,29
08179,Francheval,08,940.858880746693,6
08180,La Francheville,08,1727.5976947704187,22
08183,Fromelennes,08,1507.5131355205838,21
08185,Fumay,08,1222.8305270285066,41
08188,Gespunsart,08,1271.5923051365814,11
08190,Givet,08,2004.9615255013655,98
08191,Givonne,08,1714.0213257840821,7
08194,Glaire,08,1429.7833352599187,14
08198,Grandpré,08,1525.8378788291545,6
08199,La Grandville,08,1926.816744912977,13
08202,Gué-d'Hossus,08,1381.1924561924563,7
08214,Hargnies,08,1402.419176092232,14
08218,Les Hautes-Rivières,08,1128.9561559285992,17
08220,Hauviné,08,1305.29218522292,7
08222,Haybes,08,1780.8352839058482,31
08232,Illy,08,1214.1166360720665,8
08239,Juniville,08,1731.7688826634485,11
08248,Launois-sur-Vence,08,1392.9141542490677,11
08260,Lonny,08,1463.263220976259,9
08262,Lucquy,08,1483.348324512698,7
08263,Lumes,08,2194.8734026732063,10
08264,Machault,08,1473.4766390783439,10
08276,Margut,08,2589.9650681003636,12
08282,Maubert-Fontaine,08,2788.4436472120924,13
08284,Les Mazures,08,1651.7322783223347,18
08298,Montcy-Notre-Dame,08,1685.3283529896307,20
08302,Monthermé,08,1183.6228168726825,22
08311,Mouzon,08,1188.2194853375274,32
08314,Neuflize,08,1931.7867813179216,14
08316,Neufmanil,08,1115.6240415648613,21
08318,La Neuville-aux-Joûtes,08,1611.6037903885183,7
08327,Nouvion-sur-Meuse,08,2143.286029179566,9
08328,Nouzonville,08,1340.1120246217695,87
08329,Novion-Porcien,08,1056.8038730643773,7
08330,Novy-Chevrières,08,1548.329333913792,10
08331,Noyers-Pont-Maugis,08,1442.8867176561039,14
08341,Poix-Terron,08,1689.0176107864136,14
08343,Pouru-Saint-Remy,08,1359.3253487981015,15
08344,Prez,08,1256.9398675198706,7
08346,Prix-lès-Mézières,08,2002.13583212801,26
08349,Pure,08,1203.3395908376187,16
08353,Rancennes,08,2763.4652506417656,11
08354,Raucourt-et-Flaba,08,1206.862745098039,14
08357,Remilly-Aillicourt,08,1600.2802912837394,13
08361,Renwez,08,1382.805449162792,20
08362,Rethel,08,2590.1423281570073,97
08363,Revin,08,1464.4601238160876,147
08365,Rimogne,08,3007.9495473127836,26
08366,Rocquigny,08,1106.598047696925,12
08367,Rocroi,08,1928.9218371386053,26
08370,Rouvroy-sur-Audry,08,1575.1193872814426,7
08376,Sailly,08,1237.4031214955048,8
08379,Saint-Étienne-à-Arnes,08,1560.1193580953623,7
08381,Saint-Germainmont,08,1606.6790552827506,6
08385,Saint-Laurent,08,2323.928822943396,21
08388,Saint-Marceau,08,2042.6163288196149,8
08391,Saint-Menges,08,1154.3715900197913,13
08399,Sapogne-sur-Marche,08,893.3766155585041,6
08402,Saulces-Monclin,08,1209.9658206951933,11
08403,Sault-lès-Rethel,08,1857.6727716724909,20
08406,Savigny-sur-Aisne,08,1267.158251510969,10
08408,Sécheval,08,1732.2519592160627,14
08409,Sedan,08,3045.2062156282755,352
08419,Signy-l'Abbaye,08,1104.7704378322444,8
08420,Signy-le-Petit,08,2079.4224279842474,14
08429,Sormonne,08,1850.564152701834,6
08435,Tagnon,08,1747.8388408196745,6
08436,Taillette,08,1411.1551308004607,6
08445,Thelonne,08,1551.9234753589058,9
08448,Thilay,08,1187.6919442380567,19
08449,Thin-le-Moutier,08,876.5649393456887,6
08451,Le Thour,08,1447.4742242242244,6
08458,Tourteron,08,1070.5346262798905,6
08469,Vendresse,08,1192.502092358455,9
08480,Villers-Semeuse,08,2004.259113300727,37
08483,Ville-sur-Lumes,08,1472.1520677315973,6
08486,Vireux-Molhain,08,8922.238973386458,37
08487,Vireux-Wallerand,08,1433.589015475294,23
08488,Vivier-au-Court,08,1789.861775723334,43
08490,Vouziers,08,1475.4002477779582,59
08491,Vrigne aux Bois,08,2851.9293789871813,40
08494,Wadelincourt,08,1292.554398536959,9
08497,Warcq,08,1567.8913275913403,20
09002,Aigues-Vives,09,1908.386898473285,6
09003,L'Aiguillon,09,1334.2619109497064,8
09005,Aleu,09,1659.2451477443847,7
09008,Alos,09,2483.277381214427,7
09019,Artigat,09,1443.3598713420608,10
09022,Arvigna,09,1667.6077054632276,7
09029,Aulus-les-Bains,09,1060.9012753794068,10
09030,Auzat,09,1271.0876551226552,10
09032,Ax-les-Thermes,09,3064.2944577097574,117
09038,La Bastide-de-Besplas,09,1698.9953332299553,15
09041,La Bastide-du-Salat,09,1431.2615692192535,7
09042,La Bastide-de-Sérou,09,1576.274208161048,22
09043,La Bastide-sur-l'Hers,09,1522.0671132168184,14
09047,Bélesta,09,1942.6320919412483,34
09050,Benagues,09,1978.7062352851826,6
09051,Bénaix,09,2643.69120309072,6
09057,Biert,09,2165.809038678113,17
09058,Bompas,09,2076.748298011793,10
09059,Bonac-Irazein,09,1508.9831917820109,8
09060,Bonnac,09,1436.727087539308,17
09061,Les Bordes-sur-Arize,09,1548.8017930597043,12
09062,Bordes-Uchentein,09,1462.094787130812,9
09063,Le Bosc,09,1752.8681486524229,6
09065,Boussenac,09,2163.625814909297,12
09066,Brassac,09,2196.1160749385067,15
09070,Les Cabannes,09,1790.862056261271,15
09076,Canté,09,3997.486287695006,6
09079,Carla-Bayle,09,2190.3785918882145,15
09082,Castelnau-Durban,09,2407.017968598857,16
09094,Cérizols,09,2398.302918479833,7
09095,Cescau,09,2246.993570155335,6
09096,Château-Verdun,09,1377.6335016985424,7
09100,Couflens,09,1489.3040401349108,12
09101,Coussa,09,1682.908573842796,11
09104,Dalou,09,2301.2055183104394,11
09105,Daumazan-sur-Arize,09,1469.8259205876793,30
09107,Dun,09,1786.6736116075972,12
09113,Ercé,09,2417.771180397964,10
09121,Ferrières-sur-Ariège,09,2257.1476929060977,13
09122,Foix,09,2333.8298193020278,233
09124,Le Fossat,09,1795.7112813002877,20
09125,Fougax-et-Barrineuf,09,1611.831984221754,9
09128,Gajan,09,2469.408646602873,11
09129,Galey,09,2045.8247959904547,7
09130,Ganac,09,1718.4323257648257,15
09145,Les Issards,09,1693.6295746430426,7
09147,Labatut,09,2224.1042238929563,6
09150,Lagarde,09,2289.146842720228,7
09157,Laroque-d'Olmes,09,1312.1791752361867,38
09158,Lasserre,09,2426.731244031813,11
09160,Lavelanet,09,2523.308144389694,151
09161,Léran,09,1698.7446373094647,11
09164,Lescure,09,2074.82453990606,7
09167,Lézat-sur-Lèze,09,3667.1737894999324,42
09174,Loubières,09,2162.2784984522937,6
09176,Luzenac,09,1704.0040492723551,10
09181,Le Mas-d'Azil,09,1467.4544684078783,15
09182,Massat,09,1904.3881684004436,31
09185,Mazères,09,1921.2345301026432,83
09188,Mercus-Garrabet,09,1521.5278848541886,22
09190,Mérigon,09,1450.2457487555776,8
09194,Mirepoix,09,4117.6776640849,91
09198,Montardit,09,2132.7032713149733,6
09199,Montaut,09,1187.0444419843448,6
09206,Montferrier,09,1747.0213221618972,34
09207,Montgaillard,09,2524.6474685308453,23
09209,Montjoie-en-Couserans,09,1571.677828696237,9
09210,Montoulieu,09,2112.1496786881,11
09214,Moulis,09,2149.9729018076046,20
09217,Niaux,09,1547.060396438133,9
09219,Orgibet,09,1748.327021819373,6
09223,Oust,09,5205.084539776301,21
09224,Pailhès,09,1521.3188431375258,17
09225,Pamiers,09,2591.8434801721187,308
09231,Le Port,09,2167.090147570612,15
09235,Prat-Bonrepaux,09,2167.929008870356,20
09240,Quié,09,1356.0386068138007,7
09241,Rabat-les-Trois-Seigneurs,09,1727.3736184581976,11
09244,Rieucros,09,1743.3050618960515,13
09245,Rieux-de-Pelleport,09,2398.2776541279145,15
09247,Rivèrenert,09,1735.0613311897926,12
09251,Roumengoux,09,1268.4970299783056,6
09253,Sabarat,09,949.4400235779547,7
09257,Sainte-Croix-Volvestre,09,2011.4670121816887,14
09258,Saint-Félix-de-Rieutord,09,4157.828323582377,9
09261,Saint-Girons,09,1817.6120003733959,160
09264,Saint-Jean-de-Verges,09,1892.6411101061674,17
09265,Saint-Jean-du-Falga,09,1852.8723893098402,27
09267,Saint-Lary,09,1818.9482180009047,10
09268,Saint-Lizier,09,2237.020063992273,19
09270,Saint-Martin-d'Oydes,09,1529.5568260242173,6
09272,Saint-Paul-de-Jarrat,09,1905.9180947201808,20
09273,Saint-Pierre-de-Rivière,09,1613.715937265315,11
09277,Saint-Ybars,09,1713.0798498006318,18
09280,Saurat,09,1711.1000562882896,22
09282,Saverdun,09,2029.2763740326486,64
09283,Savignac-les-Ormeaux,09,1871.5359232148633,6
09285,Seix,09,1429.4245855274128,15
09289,Lorp-Sentaraille,09,1762.0927424976496,17
09290,Sentein,09,2031.6569454416685,12
09291,Sentenac-d'Oust,09,1794.9328275644066,6
09293,Serres-sur-Arget,09,2040.6441409917497,18
09299,Soueix-Rogalle,09,2204.2928913008977,9
09301,Soulan,09,1429.1441565851067,10
09303,Surba,09,2249.542857142857,7
09306,Tarascon-sur-Ariège,09,2052.877244232197,50
09312,La Tour-du-Crieu,09,2096.235049841625,39
09321,Ussat,09,2377.3345199401538,6
09322,Ustou,09,1823.4091353198817,54
09324,Varilhes,09,1992.1878407642796,57
09329,Vernajoul,09,1710.7938010266575,10
09331,Le Vernet,09,1669.477414781546,8
09332,Verniolle,09,1966.4127604854416,38
09334,Val-de-Sos,09,1560.2788634079816,15
09336,Villeneuve-d'Olmes,09,1108.334322643207,11
09339,Villeneuve-du-Paréage,09,1827.7665506357098,8
10003,Aix-Villemaur-Pâlis,10,2238.419870791266,78
10006,Arcis-sur-Aube,10,2669.3324799226552,43
10012,Arsonval,10,997.6344306742641,9
10015,Aubeterre,10,1623.5445240508643,8
10018,Auxon,10,977.5960155609793,8
10030,Barberey-Saint-Sulpice,10,2245.7984403487667,9
10031,Barbuise,10,1462.2234837133421,9
10033,Bar-sur-Aube,10,2825.5616660429696,62
10034,Bar-sur-Seine,10,2289.2976575265907,34
10037,Bercenay-en-Othe,10,1715.864790858787,7
10040,Bernon,10,1016.6368105697375,6
10051,Bouilly,10,1947.171485104522,8
10056,Bouy-Luxembourg,10,1144.5906485671192,6
10060,Bréviandes,10,2182.998784200318,42
10061,Brévonnes,10,1932.896063287319,13
10063,Brienne-la-Vieille,10,1309.7200970630533,8
10064,Brienne-le-Château,10,1420.2778506477246,24
10066,Bucey-en-Othe,10,1769.731187551116,6
10067,Buchères,10,1904.7477524405858,19
10070,Celles-sur-Ource,10,1817.04545335335,6
10074,Chamoy,10,1641.5959790879485,6
10080,Chaource,10,1190.773147947061,9
10081,La Chapelle-Saint-Luc,10,1854.300781175072,108
10084,Charmont-sous-Barbuise,10,1863.6814135574866,17
10089,Châtres,10,1298.844185114509,7
10094,Chavanges,10,1025.3668047870947,9
10095,Le Chêne,10,1194.2730608896097,7
10096,Chennegy,10,2145.092227466335,11
10098,Chesley,10,3200.922926880736,7
10099,Chessy-les-Prés,10,1641.1493045150123,10
10100,Clérey,10,2032.811879570843,22
10110,Courteranges,10,2317.856449931922,6
10114,Crancey,10,1286.3242634569988,15
10115,Creney-près-Troyes,10,2061.5605395060597,18
10123,Dienville,10,1955.869997296218,15
10124,Dierrey-Saint-Julien,10,1543.3809663534246,6
10132,Droupt-Sainte-Marie,10,1329.8190787997883,6
10140,Ervy-le-Châtel,10,931.7788723145642,22
10141,Essoyes,10,1031.401765219516,6
10142,Estissac,10,1231.6512901416922,23
10151,Fontaine-les-Grès,10,1730.5501126105546,19
10156,Fontvannes,10,1800.4793681777185,9
10158,Fouchères,10,1858.1468432305703,6
10164,Gélannes,10,1271.7033209274573,17
10166,Les Grandes-Chapelles,10,1486.784547108485,7
10173,Isle-Aumont,10,1977.0729847741786,7
10179,Jeugny,10,2603.348097968587,12
10187,Landreville,10,1388.7808304547116,8
10191,Lavau,10,1614.9855161533476,9
10199,Loches-sur-Ource,10,1221.126741147236,11
10208,La Louptière-Thénard,10,1970.8083170846937,9
10209,Lusigny-sur-Barse,10,2025.9077334450837,28
10211,Macey,10,2064.183831446748,12
10216,Mailly-le-Camp,10,3342.1125493144195,14
10218,Maisons-lès-Chaource,10,1600.2227913858733,6
10220,Maizières-la-Grande-Paroisse,10,1660.1826371871666,18
10223,Marcilly-le-Hayer,10,1215.7257202922526,6
10224,Marigny-le-Châtel,10,1408.4376620988592,13
10231,Le Mériot,10,1692.6382850934874,11
10232,Merrey-sur-Arce,10,1303.0532940135247,10
10233,Méry-sur-Seine,10,1429.551940813227,23
10237,Mesnil-Saint-Loup,10,1466.1823361823363,6
10238,Mesnil-Saint-Père,10,2201.3839108640177,14
10249,Montiéramey,10,1256.6169978468365,6
10250,Montier-en-l'Isle,10,1319.4404528302657,8
10251,Montigny-les-Monts,10,1496.8789784176024,7
10259,La Motte-Tilly,10,2458.315349996165,9
10260,Moussey,10,2351.3745430505733,6
10261,Mussy-sur-Seine,10,3141.7460611646025,16
10265,Les Noës-près-Troyes,10,2912.3377677799485,34
10267,Nogent-sur-Aube,10,1088.1546000825176,6
10268,Nogent-sur-Seine,10,3054.402987854027,98
10271,Origny-le-Sec,10,1109.844903817559,9
10274,Orvilliers-Saint-Julien,10,1179.2204693026995,6
10280,Pars-lès-Romilly,10,1300.9220043359635,18
10282,Payns,10,2118.830052281741,16
10287,Piney,10,1463.3307785208635,15
10289,Plancy-l'Abbaye,10,1118.980634722528,13
10291,Plessis-Barbuise,10,1793.6277860827558,8
10297,Pont-Sainte-Marie,10,2081.431992994613,43
10298,Pont-sur-Seine,10,1246.760079712089,15
10300,Pougy,10,1242.4047909081173,8
10301,Pouy-sur-Vannes,10,1311.5134952766532,7
10313,Radonvilliers,10,1449.8264890708006,8
10317,Les Riceys,10,1723.358220093588,16
10321,La Rivière-de-Corps,10,2231.654708715051,41
10323,Romilly-sur-Seine,10,1861.8017294297051,218
10325,Rosières-près-Troyes,10,2736.5847246740877,35
10328,Rouilly-Sacey,10,2656.5621351758173,7
10329,Rouilly-Saint-Loup,10,2213.897849862738,7
10331,Rumilly-lès-Vaudes,10,1728.9543154341316,7
10332,Ruvigny,10,2325.3690433700317,7
10333,Saint-André-les-Vergers,10,2611.6521742276436,229
10340,Saint-Germain,10,2487.7686597571337,49
10343,Saint-Julien-les-Villas,10,2380.0845747154253,100
10345,Saint-Léger-sous-Brienne,10,1009.9233259891549,6
10349,Saint-Lyé,10,2022.0148634359455,32
10350,Saint-Mards-en-Othe,10,1380.945905945906,7
10351,Saint-Martin-de-Bossenay,10,1459.9467285329604,6
10352,Sainte-Maure,10,2278.7516438430252,30
10353,Saint-Mesmin,10,1750.193349685662,12
10357,Saint-Parres-aux-Tertres,10,2069.34056994453,34
10358,Saint-Parres-lès-Vaudes,10,1680.0507000447658,17
10359,Saint-Phal,10,1413.4497654493111,15
10360,Saint-Pouange,10,5464.591972453027,17
10362,Sainte-Savine,10,3582.0090980147775,250
10367,La Saulsotte,10,1688.5233622963024,17
10368,Savières,10,2065.351155259356,12
10370,Soligny-les-Étangs,10,1746.3136067205835,6
10373,Souligny,10,1861.602337945099,8
10375,Thennelières,10,3051.880424041303,9
10379,Torcy-le-Grand,10,1466.6314988116458,6
10381,Torvilliers,10,2905.792959648158,11
10382,Traînel,10,1697.5295987662707,14
10383,Trancault,10,1391.2473794549267,6
10386,Trouans,10,716.6660382101559,8
10387,Troyes,10,2823.524670852964,1332
10399,Vaudes,10,1771.9864830950783,6
10401,Vendeuvre-sur-Barse,10,1213.0797904620258,33
10406,Verrières,10,2039.645369342448,24
10412,Villechétif,10,2151.129716582008,7
10419,Villemoyenne,10,1306.3319339220513,6
10420,Villenauxe-la-Grande,10,1521.271013010508,36
10423,La Villeneuve-au-Chêne,10,1685.653342726381,8
10425,Villery,10,1511.041594198529,6
10426,Ville-sous-la-Ferté,10,851.1775808778604,6
10442,Voué,10,1025.1268785415127,10
11001,Aigues-Vives,11,1145.3479851712766,13
11004,Alaigne,11,1629.9851331544246,7
11005,Alairac,11,2015.1201975969263,19
11008,Alet-les-Bains,11,1447.7195067620642,11
11009,Alzonne,11,1800.3390958955968,26
11010,Antugnac,11,1266.786103987867,8
11011,Aragon,11,4668.271143961857,12
11012,Argeliers,11,2507.5445077039008,47
11013,Argens-Minervois,11,1976.0938591357608,7
11014,Armissan,11,2643.319179861953,14
11018,Arzens,11,1047.0276289387218,12
11021,Axat,11,1260.2203238594216,14
11022,Azille,11,1371.0336773003132,30
11023,Badens,11,2173.3977437203753,22
11024,Bages,11,2624.034183988503,14
11025,Bagnoles,11,1531.966624587204,10
11027,Barbaira,11,1216.6104018046233,9
11028,Belcaire,11,1723.7005088153408,10
11033,Belpech,11,1871.3261274396557,23
11034,Belvèze-du-Razès,11,1567.6860937002912,17
11035,Belvianes-et-Cavirac,11,2148.2241786600957,7
11037,Berriac,11,2222.3553716193824,14
11040,Bizanet,11,1612.556640146475,20
11041,Bize-Minervois,11,2197.7919983513043,27
11048,Boutenac,11,1431.1117906465752,17
11049,Bram,11,2274.8420160667856,68
11052,Brousses-et-Villaret,11,3523.9220635379675,9
11053,Brugairolles,11,2101.8154651173772,9
11055,Bugarach,11,3163.5485803001334,10
11056,Cabrespine,11,1455.5516098484848,8
11058,Cailhau,11,2184.5830497265483,11
11061,Cambieure,11,1436.7490244237138,8
11063,Campagne-sur-Aude,11,2768.013524204751,21
11064,Camplong-d'Aude,11,1419.3247366004543,11
11066,Camurac,11,2082.772169769207,8
11067,Canet,11,2132.8733919756028,31
11068,Capendu,11,1274.2264228001775,20
11069,Carcassonne,11,2505.3084293169313,1161
11070,Carlipa,11,1767.945081428369,12
11071,Cascastel-des-Corbières,11,1709.3370314929252,9
11076,Castelnaudary,11,2527.819174233867,256
11077,Castelnau-d'Aude,11,1390.8898368625523,13
11078,Castelreng,11,1874.6899140463497,7
11081,Caunes-Minervois,11,1616.4277589617127,21
11084,Caux-et-Sauzens,11,1805.205086292466,12
11085,Cavanac,11,2037.696052276421,7
11086,Caves,11,2445.422234620447,10
11088,Cazilhac,11,1500.095856498605,20
11089,Cenne-Monestiés,11,1376.6880159123232,7
11091,Chalabre,11,1559.8664329256962,20
11098,Conilhac-Corbières,11,1840.6194494660883,22
11099,Conques-sur-Orbiel,11,1726.7517129734447,45
11102,Couffoulens,11,1160.5579101708793,7
11103,Couiza,11,1246.3882770862049,24
11106,Coursan,11,2328.6482107308298,128
11111,Cruscades,11,2246.091481989466,7
11113,Cucugnan,11,2495.8083516871957,8
11115,Cuxac-Cabardès,11,1839.3970277342694,14
11116,Cuxac-d'Aude,11,2180.147355985496,137
11122,Douzens,11,1491.6504586668025,16
11124,Durban-Corbières,11,2092.3942367692366,9
11129,Espéraza,11,1823.037750402608,51
11130,Espezel,11,1320.1202274263264,10
11131,Val-du-Faby,11,825.6497607566589,8
11132,Fabrezan,11,2145.3233682596374,32
11138,Fendeille,11,1898.7871870510273,15
11140,Ferrals-les-Corbières,11,2347.42705814549,23
11144,Fitou,11,2764.105410684506,60
11145,Fleury,11,3644.6198006052696,346
11146,Floure,11,1700.6682463797297,8
11150,Fontiers-Cabardès,11,3049.5841995142723,12
11152,Fontjoncouse,11,1442.0411364469323,9
11157,Fraissé-des-Corbières,11,1335.1562611590107,7
11158,Gaja-et-Villedieu,11,1738.8129186367216,6
11164,Ginestas,11,3570.574531458031,34
11170,Gruissan,11,4212.104846403017,395
11172,Homps,11,1795.809987665046,24
11178,Labastide-d'Anjou,11,2076.782123757985,13
11181,Labécède-Lauragais,11,1927.0690595463534,14
11182,Lacombe,11,1654.6950480218159,7
11185,Lagrasse,11,2130.0886680303415,14
11187,Lanet,11,1802.9689353856022,6
11188,La Palme,11,2520.6080487191352,30
11190,La Redorte,11,1559.7815798437784,24
11192,Lasbordes,11,3924.8346023649174,14
11195,Laurabuc,11,2162.913456816956,6
11196,Laurac,11,1349.3673460380587,8
11197,Lauraguel,11,1909.7784108756716,11
11198,Laure-Minervois,11,1569.9108982661714,27
11199,Lavalette,11,2166.995030580928,16
11201,Leuc,11,3544.414968139844,17
11202,Leucate,11,3847.951071355424,513
11203,Lézignan-Corbières,11,2219.176398767433,187
11206,Limoux,11,2634.231392737087,257
11207,Loupia,11,1833.271050454071,13
11209,Luc-sur-Aude,11,960.1533574852903,6
11210,Luc-sur-Orbieu,11,2033.0693754825356,28
11211,Magrie,11,1618.3879535595795,9
11212,Mailhac,11,2200.4425635227817,9
11214,Malras,11,1808.7336439958037,9
11215,Malves-en-Minervois,11,1996.625079889335,17
11216,Malviès,11,2101.7189548404845,15
11217,Marcorignan,11,2014.7290525692467,18
11220,Marseillette,11,5721.188983904872,12
11221,Les Martys,11,2238.51615976843,10
11222,Mas-Cabardès,11,1210.7542011728058,6
11225,Mas-Saintes-Puelles,11,1835.0179625542028,19
11233,Mirepeisset,11,2864.4553288682737,18
11238,Molleville,11,1537.299264934254,7
11240,Montazels,11,1624.4693310161863,17
11241,Montbrun-des-Corbières,11,4289.559624370947,12
11243,Montferrand,11,2558.160159644517,10
11251,Val-de-Dagne,11,1596.1402000102992,15
11252,Montmaur,11,2049.878269036586,10
11253,Montolieu,11,1772.566978303134,14
11254,Montréal,11,1734.051164911463,29
11255,Montredon-des-Corbières,11,3342.385081378704,17
11256,Montséret,11,2871.043451071673,20
11258,Moussan,11,2202.6553255239887,36
11259,Moussoulens,11,1996.4731799244546,12
11261,Moux,11,1576.0258822287124,6
11262,Narbonne,11,3335.8642530527827,1316
11263,Nébias,11,2143.2611416361415,6
11264,Névian,11,2001.815059914492,21
11266,Port-la-Nouvelle,11,2765.2575022037063,236
11267,Ornaisons,11,3034.0698312318204,27
11269,Ouveillan,11,1903.8579322865653,38
11272,Palaja,11,2301.019744593537,30
11273,Paraza,11,4502.403625252102,14
11275,Payra-sur-l'Hers,11,1297.5414416092383,7
11276,Paziols,11,1410.2707546081608,13
11279,Pennautier,11,1891.8685542432024,55
11280,Pépieux,11,2550.229263541424,26
11281,Pexiora,11,1471.7887271351758,28
11285,Peyriac-de-Mer,11,3673.5220591112547,26
11286,Peyriac-Minervois,11,1500.3462637303664,18
11288,Pezens,11,1726.6739719314025,25
11289,Pieusse,11,1550.7410389262552,26
11293,Pomas,11,1715.9930628835814,10
11295,Portel-des-Corbières,11,2753.1593899578725,31
11296,Pouzols-Minervois,11,3032.5257395170906,16
11297,Pradelles-Cabardès,11,1617.2839030013615,7
11299,Preixan,11,1367.6772229638896,11
11301,Puichéric,11,1686.9431419990285,14
11302,Puilaurens,11,1673.4775962297301,11
11303,Puivert,11,1645.8276169391136,27
11304,Quillan,11,1678.9751383309226,100
11307,Raissac-d'Aude,11,3929.530087897228,10
11308,Raissac-sur-Lampy,11,1985.5982425813886,10
11310,Rennes-les-Bains,11,1138.7988217852685,10
11311,Ribaute,11,1657.102809365211,12
11313,Ricaud,11,2433.598715097603,6
11315,Rieux-Minervois,11,1518.129294936593,43
11316,Rivel,11,1675.5052832472186,6
11322,Roquefort-des-Corbières,11,2962.248877741786,22
11324,Roubia,11,1304.0373754774778,8
11327,Roullens,11,7072.176891522029,13
11330,Rustiques,11,1618.2052868450207,6
11332,Saint-André-de-Roquelongue,11,2425.5982701385633,19
11336,Sainte-Colombe-sur-l'Hers,11,971.9664258106188,8
11337,Saint-Couat-d'Aude,11,1294.0553172807586,8
11339,Saint-Denis,11,1626.8802014651455,11
11344,Saint-Hilaire,11,1154.5386822293326,13
11351,Saint-Laurent-de-la-Cabrerisse,11,1426.143385983831,14
11353,Saint-Marcel-sur-Aude,11,1988.9405321112738,34
11355,Saint-Martin-de-Villereglan,11,1388.688238453276,10
11356,Saint-Martin-Lalande,11,1912.6306212392776,22
11359,Saint-Michel-de-Lanès,11,2174.893603931237,6
11360,Saint-Nazaire-d'Aude,11,2261.4790930270806,40
11361,Saint-Papoul,11,1370.6817937464152,10
11366,Sainte-Valière,11,7434.068776531355,18
11367,Saissac,11,2113.7135875513827,15
11369,Sallèles-d'Aude,11,2613.903802309718,37
11370,Salles-d'Aude,11,2415.1838061959634,68
11371,Salles-sur-l'Hers,11,1843.9883379477512,10
11372,Salsigne,11,1011.7565852070072,7
11378,Serviès-en-Val,11,1237.5625,6
11379,Sigean,11,2422.324467784596,127
11386,Talairan,11,2253.3520565423764,10
11390,Thézan-des-Corbières,11,1394.2516743992417,12
11393,Tourouzelle,11,1672.6589697187226,8
11396,Trausse,11,1848.6287601490167,19
11397,Trèbes,11,1741.5833468684086,81
11401,Tuchan,11,1969.7079536724777,18
